Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation,Source File
369,Mabosstiff,0.05146,1452,0.051,1106,0.05,9,2024-02-pokemon_usage_stats_with_gen.csv
370,Seviper,0.04969,1402,0.05,1109,0.05,3,2024-02-pokemon_usage_stats_with_gen.csv
371,Lycanroc-Midnight,0.04955,1398,0.05,1046,0.048,7,2024-02-pokemon_usage_stats_with_gen.csv
372,Bruxish,0.04937,1393,0.049,1018,0.046,7,2024-02-pokemon_usage_stats_with_gen.csv
373,Bellossom,0.0482,1360,0.048,987,0.045,2,2024-02-pokemon_usage_stats_with_gen.csv
374,Noctowl,0.04742,1338,0.047,855,0.039,2,2024-02-pokemon_usage_stats_with_gen.csv
375,Haunter,0.04632,1307,0.046,1015,0.046,1,2024-02-pokemon_usage_stats_with_gen.csv
376,Magneton,0.04576,1291,0.046,982,0.045,1,2024-02-pokemon_usage_stats_with_gen.csv
377,Granbull,0.0448,1264,0.045,958,0.044,2,2024-02-pokemon_usage_stats_with_gen.csv
378,Magcargo,0.04469,1261,0.045,926,0.042,2,2024-02-pokemon_usage_stats_with_gen.csv
379,Copperajah,0.04363,1231,0.044,840,0.038,8,2024-02-pokemon_usage_stats_with_gen.csv
380,Crabominable,0.04328,1221,0.043,897,0.041,7,2024-02-pokemon_usage_stats_with_gen.csv
381,Venomoth,0.04281,1208,0.043,881,0.04,1,2024-02-pokemon_usage_stats_with_gen.csv
382,Dugtrio,0.04189,1182,0.042,985,0.045,7,2024-02-pokemon_usage_stats_with_gen.csv
383,Dunsparce,0.04097,1156,0.041,895,0.041,2,2024-02-pokemon_usage_stats_with_gen.csv
384,Persian-Alola,0.03955,1116,0.04,890,0.04,7,2024-02-pokemon_usage_stats_with_gen.csv
385,Wigglytuff,0.03923,1107,0.039,815,0.037,1,2024-02-pokemon_usage_stats_with_gen.csv
386,Virizion,0.03913,1104,0.039,810,0.037,5,2024-02-pokemon_usage_stats_with_gen.csv
387,Samurott,0.03899,1100,0.039,838,0.038,8,2024-02-pokemon_usage_stats_with_gen.csv
388,Gogoat,0.03856,1088,0.039,790,0.036,6,2024-02-pokemon_usage_stats_with_gen.csv
389,Dedenne,0.03743,1056,0.037,813,0.037,6,2024-02-pokemon_usage_stats_with_gen.csv
390,Dugtrio-Alola,0.03743,1056,0.037,773,0.035,7,2024-02-pokemon_usage_stats_with_gen.csv
391,Vivillon,0.03697,1043,0.037,761,0.035,6,2024-02-pokemon_usage_stats_with_gen.csv
392,Mesprit,0.03604,1017,0.036,853,0.039,4,2024-02-pokemon_usage_stats_with_gen.csv
393,Bombirdier,0.03594,1014,0.036,803,0.036,9,2024-02-pokemon_usage_stats_with_gen.csv
394,Pyroar,0.03527,995,0.035,720,0.033,6,2024-02-pokemon_usage_stats_with_gen.csv
395,Cottonee,0.03445,972,0.034,769,0.035,5,2024-02-pokemon_usage_stats_with_gen.csv
396,Jumpluff,0.03434,969,0.034,769,0.035,2,2024-02-pokemon_usage_stats_with_gen.csv
397,Flapple,0.03363,949,0.034,710,0.032,8,2024-02-pokemon_usage_stats_with_gen.csv
398,Camerupt,0.03317,936,0.033,778,0.035,6,2024-02-pokemon_usage_stats_with_gen.csv
399,Sunflora,0.03278,925,0.033,747,0.034,2,2024-02-pokemon_usage_stats_with_gen.csv
400,Wyrdeer,0.032,903,0.032,690,0.031,8,2024-02-pokemon_usage_stats_with_gen.csv
401,Electrode,0.03016,851,0.03,689,0.031,8,2024-02-pokemon_usage_stats_with_gen.csv
402,Persian,0.02871,810,0.029,657,0.03,7,2024-02-pokemon_usage_stats_with_gen.csv
403,Piloswine,0.02846,803,0.028,605,0.027,2,2024-02-pokemon_usage_stats_with_gen.csv
404,Greedent,0.02807,792,0.028,616,0.028,8,2024-02-pokemon_usage_stats_with_gen.csv
405,Misdreavus,0.02796,789,0.028,600,0.027,2,2024-02-pokemon_usage_stats_with_gen.csv
406,Perrserker,0.02782,785,0.028,589,0.027,8,2024-02-pokemon_usage_stats_with_gen.csv
407,Rotom,0.02679,756,0.027,569,0.026,4,2024-02-pokemon_usage_stats_with_gen.csv
408,Chimecho,0.02587,730,0.026,510,0.023,3,2024-02-pokemon_usage_stats_with_gen.csv
409,Gligar,0.02541,717,0.025,581,0.026,2,2024-02-pokemon_usage_stats_with_gen.csv
410,Passimian,0.02516,710,0.025,481,0.022,7,2024-02-pokemon_usage_stats_with_gen.csv
411,Mightyena,0.02392,675,0.024,497,0.023,3,2024-02-pokemon_usage_stats_with_gen.csv
412,Gothitelle,0.02378,671,0.024,494,0.022,5,2024-02-pokemon_usage_stats_with_gen.csv
413,Banette,0.02343,661,0.023,504,0.023,6,2024-02-pokemon_usage_stats_with_gen.csv
414,Luvdisc,0.02332,658,0.023,481,0.022,3,2024-02-pokemon_usage_stats_with_gen.csv
415,Charjabug,0.02325,656,0.023,616,0.028,7,2024-02-pokemon_usage_stats_with_gen.csv
416,Magmar,0.02272,641,0.023,488,0.022,1,2024-02-pokemon_usage_stats_with_gen.csv
417,Electabuzz,0.02208,623,0.022,470,0.021,1,2024-02-pokemon_usage_stats_with_gen.csv
418,Rotom-Fan,0.02197,620,0.022,486,0.022,4,2024-02-pokemon_usage_stats_with_gen.csv
419,Wugtrio,0.02197,620,0.022,485,0.022,9,2024-02-pokemon_usage_stats_with_gen.csv
420,Kricketune,0.02141,604,0.021,514,0.023,4,2024-02-pokemon_usage_stats_with_gen.csv
421,Hypno,0.0213,601,0.021,475,0.022,1,2024-02-pokemon_usage_stats_with_gen.csv
422,Qwilfish,0.02002,565,0.02,474,0.022,8,2024-02-pokemon_usage_stats_with_gen.csv
423,Vigoroth,0.01995,563,0.02,340,0.015,3,2024-02-pokemon_usage_stats_with_gen.csv
424,Pineco,0.01949,550,0.019,450,0.02,2,2024-02-pokemon_usage_stats_with_gen.csv
425,Whiscash,0.0191,539,0.019,453,0.021,3,2024-02-pokemon_usage_stats_with_gen.csv
426,Vespiquen,0.01871,528,0.019,351,0.016,4,2024-02-pokemon_usage_stats_with_gen.csv
427,Basculin,0.01797,507,0.018,359,0.016,8,2024-02-pokemon_usage_stats_with_gen.csv
428,Skuntank,0.01779,502,0.018,384,0.017,4,2024-02-pokemon_usage_stats_with_gen.csv
429,Riolu,0.01737,490,0.017,306,0.014,4,2024-02-pokemon_usage_stats_with_gen.csv
430,Swanna,0.01691,477,0.017,362,0.016,5,2024-02-pokemon_usage_stats_with_gen.csv
431,Swalot,0.0163,460,0.016,354,0.016,3,2024-02-pokemon_usage_stats_with_gen.csv
432,Minun,0.01602,452,0.016,368,0.017,3,2024-02-pokemon_usage_stats_with_gen.csv
433,Lumineon,0.01591,449,0.016,332,0.015,4,2024-02-pokemon_usage_stats_with_gen.csv
434,Delibird,0.0157,443,0.016,326,0.015,2,2024-02-pokemon_usage_stats_with_gen.csv
435,Tauros-Paldea-Combat,0.01535,433,0.015,319,0.014,9,2024-02-pokemon_usage_stats_with_gen.csv
436,Oinkologne,0.01418,400,0.014,313,0.014,9,2024-02-pokemon_usage_stats_with_gen.csv
437,Hattrem,0.01365,385,0.014,340,0.015,8,2024-02-pokemon_usage_stats_with_gen.csv
438,Nosepass,0.0129,364,0.013,283,0.013,3,2024-02-pokemon_usage_stats_with_gen.csv
439,Combusken,0.01279,361,0.013,276,0.013,3,2024-02-pokemon_usage_stats_with_gen.csv
440,Plusle,0.01276,360,0.013,255,0.012,3,2024-02-pokemon_usage_stats_with_gen.csv
441,Braixen,0.01255,354,0.013,292,0.013,6,2024-02-pokemon_usage_stats_with_gen.csv
442,Glalie,0.01237,349,0.012,253,0.011,6,2024-02-pokemon_usage_stats_with_gen.csv
443,Grumpig,0.01216,343,0.012,265,0.012,3,2024-02-pokemon_usage_stats_with_gen.csv
444,Gumshoos,0.01209,341,0.012,248,0.011,7,2024-02-pokemon_usage_stats_with_gen.csv
445,Stantler,0.01184,334,0.012,221,0.01,2,2024-02-pokemon_usage_stats_with_gen.csv
446,Oranguru,0.01173,331,0.012,251,0.011,7,2024-02-pokemon_usage_stats_with_gen.csv
447,Stonjourner,0.0117,330,0.012,231,0.01,8,2024-02-pokemon_usage_stats_with_gen.csv
448,Girafarig,0.01155,326,0.012,242,0.011,2,2024-02-pokemon_usage_stats_with_gen.csv
449,Glimmet,0.01131,319,0.011,284,0.013,9,2024-02-pokemon_usage_stats_with_gen.csv
450,Crocalor,0.01067,301,0.011,240,0.011,9,2024-02-pokemon_usage_stats_with_gen.csv
451,Thwackey,0.01046,295,0.01,244,0.011,8,2024-02-pokemon_usage_stats_with_gen.csv
452,Eevee,0.01017,287,0.01,228,0.01,7,2024-02-pokemon_usage_stats_with_gen.csv
453,Trapinch,0.00996,281,0.01,192,0.009,3,2024-02-pokemon_usage_stats_with_gen.csv
454,Gurdurr,0.00946,267,0.009,219,0.01,5,2024-02-pokemon_usage_stats_with_gen.csv
455,Numel,0.00936,264,0.009,181,0.008,3,2024-02-pokemon_usage_stats_with_gen.csv
456,Treecko,0.00925,261,0.009,156,0.007,3,2024-02-pokemon_usage_stats_with_gen.csv
457,Munchlax,0.00925,261,0.009,224,0.01,4,2024-02-pokemon_usage_stats_with_gen.csv
458,Magnemite,0.00922,260,0.009,243,0.011,1,2024-02-pokemon_usage_stats_with_gen.csv
459,Geodude,0.00897,253,0.009,242,0.011,7,2024-02-pokemon_usage_stats_with_gen.csv
460,Clefairy,0.00875,247,0.009,195,0.009,1,2024-02-pokemon_usage_stats_with_gen.csv
461,Dragonair,0.00872,246,0.009,193,0.009,1,2024-02-pokemon_usage_stats_with_gen.csv
462,Voltorb,0.00854,241,0.009,232,0.011,8,2024-02-pokemon_usage_stats_with_gen.csv
463,Wartortle,0.00822,232,0.008,188,0.009,1,2024-02-pokemon_usage_stats_with_gen.csv
464,Sneasel-Hisui,0.00783,221,0.008,180,0.008,8,2024-02-pokemon_usage_stats_with_gen.csv
465,Ivysaur,0.00766,216,0.008,177,0.008,1,2024-02-pokemon_usage_stats_with_gen.csv
466,Mudkip,0.00755,213,0.008,165,0.007,3,2024-02-pokemon_usage_stats_with_gen.csv
467,Starly,0.00748,211,0.007,154,0.007,4,2024-02-pokemon_usage_stats_with_gen.csv
468,Naclstack,0.00741,209,0.007,165,0.007,9,2024-02-pokemon_usage_stats_with_gen.csv
469,Gloom,0.00737,208,0.007,150,0.007,1,2024-02-pokemon_usage_stats_with_gen.csv
470,Magikarp,0.00688,194,0.007,151,0.007,1,2024-02-pokemon_usage_stats_with_gen.csv
471,Wooper,0.00677,191,0.007,156,0.007,9,2024-02-pokemon_usage_stats_with_gen.csv
472,Sneasel,0.00666,188,0.007,134,0.006,8,2024-02-pokemon_usage_stats_with_gen.csv
473,Oinkologne-F,0.00652,184,0.007,140,0.006,9,2024-02-pokemon_usage_stats_with_gen.csv
474,Sliggoo-Hisui,0.00652,184,0.007,145,0.007,8,2024-02-pokemon_usage_stats_with_gen.csv
475,Applin,0.00624,176,0.006,121,0.005,8,2024-02-pokemon_usage_stats_with_gen.csv
476,Bulbasaur,0.0061,172,0.006,108,0.005,1,2024-02-pokemon_usage_stats_with_gen.csv
477,Arctibax,0.00581,164,0.006,74,0.003,9,2024-02-pokemon_usage_stats_with_gen.csv
478,Seadra,0.00581,164,0.006,132,0.006,1,2024-02-pokemon_usage_stats_with_gen.csv
479,Servine,0.00571,161,0.006,111,0.005,5,2024-02-pokemon_usage_stats_with_gen.csv
480,Sentret,0.00556,157,0.006,91,0.004,2,2024-02-pokemon_usage_stats_with_gen.csv
481,Oricorio-Pa'u,0.00556,157,0.006,118,0.005,7,2024-02-pokemon_usage_stats_with_gen.csv
482,Buizel,0.00539,152,0.005,69,0.003,4,2024-02-pokemon_usage_stats_with_gen.csv
483,Doduo,0.00528,149,0.005,88,0.004,1,2024-02-pokemon_usage_stats_with_gen.csv
484,Lechonk,0.00528,149,0.005,107,0.005,9,2024-02-pokemon_usage_stats_with_gen.csv
485,Squirtle,0.00503,142,0.005,99,0.004,1,2024-02-pokemon_usage_stats_with_gen.csv
486,Flittle,0.00503,142,0.005,120,0.005,9,2024-02-pokemon_usage_stats_with_gen.csv
487,Drakloak,0.00486,137,0.005,103,0.005,8,2024-02-pokemon_usage_stats_with_gen.csv
488,Meowth,0.00478,135,0.005,103,0.005,8,2024-02-pokemon_usage_stats_with_gen.csv
489,Drifloon,0.00475,134,0.005,128,0.006,4,2024-02-pokemon_usage_stats_with_gen.csv
490,Bonsly,0.00461,130,0.005,96,0.004,4,2024-02-pokemon_usage_stats_with_gen.csv
491,Koffing,0.0045,127,0.005,121,0.005,1,2024-02-pokemon_usage_stats_with_gen.csv
492,Morgrem,0.00443,125,0.004,108,0.005,8,2024-02-pokemon_usage_stats_with_gen.csv
493,Quaxwell,0.00439,124,0.004,107,0.005,9,2024-02-pokemon_usage_stats_with_gen.csv
494,Hippopotas,0.00439,124,0.004,109,0.005,4,2024-02-pokemon_usage_stats_with_gen.csv
495,Graveler,0.00439,124,0.004,121,0.005,7,2024-02-pokemon_usage_stats_with_gen.csv
496,Zorua-Hisui,0.00429,121,0.004,42,0.002,8,2024-02-pokemon_usage_stats_with_gen.csv
497,Jigglypuff,0.00425,120,0.004,100,0.005,1,2024-02-pokemon_usage_stats_with_gen.csv
498,Phione,0.00425,120,0.004,90,0.004,4,2024-02-pokemon_usage_stats_with_gen.csv
499,Carkol,0.00422,119,0.004,113,0.005,8,2024-02-pokemon_usage_stats_with_gen.csv
500,Pichu,0.00422,119,0.004,106,0.005,2,2024-02-pokemon_usage_stats_with_gen.csv
501,Geodude-Alola,0.004,113,0.004,106,0.005,7,2024-02-pokemon_usage_stats_with_gen.csv
502,Gastly,0.004,113,0.004,77,0.003,1,2024-02-pokemon_usage_stats_with_gen.csv
503,Pawmo,0.00397,112,0.004,83,0.004,9,2024-02-pokemon_usage_stats_with_gen.csv
504,Seedot,0.00397,112,0.004,84,0.004,3,2024-02-pokemon_usage_stats_with_gen.csv
505,Cutiefly,0.00393,111,0.004,107,0.005,7,2024-02-pokemon_usage_stats_with_gen.csv
506,Duosion,0.0039,110,0.004,76,0.003,5,2024-02-pokemon_usage_stats_with_gen.csv
507,Marshtomp,0.00386,109,0.004,98,0.004,3,2024-02-pokemon_usage_stats_with_gen.csv
508,Rolycoly,0.00383,108,0.004,99,0.004,8,2024-02-pokemon_usage_stats_with_gen.csv
509,Grookey,0.00383,108,0.004,82,0.004,8,2024-02-pokemon_usage_stats_with_gen.csv
510,Marill,0.00383,108,0.004,89,0.004,2,2024-02-pokemon_usage_stats_with_gen.csv
511,Cosmoem,0.00362,102,0.004,70,0.003,7,2024-02-pokemon_usage_stats_with_gen.csv
512,Vulpix,0.00354,100,0.004,82,0.004,7,2024-02-pokemon_usage_stats_with_gen.csv
513,Poliwhirl,0.00351,99,0.004,77,0.003,1,2024-02-pokemon_usage_stats_with_gen.csv
514,Bayleef,0.00347,98,0.003,83,0.004,2,2024-02-pokemon_usage_stats_with_gen.csv
515,Charmander,0.00347,98,0.003,50,0.002,1,2024-02-pokemon_usage_stats_with_gen.csv
516,Monferno,0.00347,98,0.003,83,0.004,4,2024-02-pokemon_usage_stats_with_gen.csv
517,Larvitar,0.00333,94,0.003,40,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
518,Graveler-Alola,0.00326,92,0.003,69,0.003,7,2024-02-pokemon_usage_stats_with_gen.csv
519,Pawniard,0.00326,92,0.003,85,0.004,5,2024-02-pokemon_usage_stats_with_gen.csv
520,Azurill,0.00315,89,0.003,82,0.004,3,2024-02-pokemon_usage_stats_with_gen.csv
521,Totodile,0.00312,88,0.003,56,0.003,2,2024-02-pokemon_usage_stats_with_gen.csv
522,Fraxure,0.00312,88,0.003,63,0.003,5,2024-02-pokemon_usage_stats_with_gen.csv
523,Sinistea,0.00312,88,0.003,46,0.002,8,2024-02-pokemon_usage_stats_with_gen.csv
524,Gabite,0.00308,87,0.003,60,0.003,4,2024-02-pokemon_usage_stats_with_gen.csv
525,Fuecoco,0.00305,86,0.003,67,0.003,9,2024-02-pokemon_usage_stats_with_gen.csv
526,Pignite,0.00305,86,0.003,64,0.003,5,2024-02-pokemon_usage_stats_with_gen.csv
527,Shelgon,0.00301,85,0.003,61,0.003,3,2024-02-pokemon_usage_stats_with_gen.csv
528,Greavard,0.00276,78,0.003,47,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
529,Voltorb-Hisui,0.00266,75,0.003,66,0.003,8,2024-02-pokemon_usage_stats_with_gen.csv
530,Porygon,0.00266,75,0.003,63,0.003,1,2024-02-pokemon_usage_stats_with_gen.csv
531,Shieldon,0.00266,75,0.003,55,0.002,4,2024-02-pokemon_usage_stats_with_gen.csv
532,Croconaw,0.00262,74,0.003,54,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
533,Psyduck,0.00259,73,0.003,61,0.003,1,2024-02-pokemon_usage_stats_with_gen.csv
534,Zweilous,0.00259,73,0.003,54,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
535,Spoink,0.00252,71,0.003,53,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
536,Shroomish,0.00248,70,0.002,39,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
537,Grovyle,0.00245,69,0.002,56,0.003,3,2024-02-pokemon_usage_stats_with_gen.csv
538,Metang,0.00241,68,0.002,55,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
539,Grotle,0.00241,68,0.002,48,0.002,4,2024-02-pokemon_usage_stats_with_gen.csv
540,Vullaby,0.00234,66,0.002,49,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
541,Calyrex,0.00234,66,0.002,51,0.002,8,2024-02-pokemon_usage_stats_with_gen.csv
542,Kirlia,0.0023,65,0.002,57,0.003,3,2024-02-pokemon_usage_stats_with_gen.csv
543,Snom,0.0023,65,0.002,57,0.003,8,2024-02-pokemon_usage_stats_with_gen.csv
544,Corphish,0.00227,64,0.002,47,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
545,Phantump,0.00227,64,0.002,51,0.002,6,2024-02-pokemon_usage_stats_with_gen.csv
546,Diglett,0.00227,64,0.002,56,0.003,7,2024-02-pokemon_usage_stats_with_gen.csv
547,Snivy,0.00227,64,0.002,53,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
548,Wattrel,0.00223,63,0.002,38,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
549,Ralts,0.00223,63,0.002,57,0.003,3,2024-02-pokemon_usage_stats_with_gen.csv
550,Aipom,0.0022,62,0.002,55,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
551,Yanma,0.0022,62,0.002,50,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
552,Torracat,0.00216,61,0.002,56,0.003,7,2024-02-pokemon_usage_stats_with_gen.csv
553,Meditite,0.00216,61,0.002,49,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
554,Wooper-Paldea,0.00213,60,0.002,47,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
555,Lampent,0.00209,59,0.002,50,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
556,Sunkern,0.00209,59,0.002,50,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
557,Pawmi,0.00209,59,0.002,46,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
558,Eelektrik,0.00206,58,0.002,50,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
559,Slowpoke,0.00198,56,0.002,38,0.002,8,2024-02-pokemon_usage_stats_with_gen.csv
560,Tandemaus,0.00191,54,0.002,41,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
561,Rowlet,0.00191,54,0.002,48,0.002,7,2024-02-pokemon_usage_stats_with_gen.csv
562,Swadloon,0.00188,53,0.002,46,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
563,Swinub,0.00188,53,0.002,19,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
564,Tentacool,0.00188,53,0.002,47,0.002,1,2024-02-pokemon_usage_stats_with_gen.csv
565,Scorbunny,0.00188,53,0.002,25,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
566,Krokorok,0.00184,52,0.002,33,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
567,Spinarak,0.00184,52,0.002,48,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
568,Surskit,0.00174,49,0.002,40,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
569,Zorua,0.00174,49,0.002,16,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
570,Nuzleaf,0.00174,49,0.002,38,0.002,3,2024-02-pokemon_usage_stats_with_gen.csv
571,Mareep,0.0017,48,0.002,32,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
572,Magby,0.0017,48,0.002,35,0.002,2,2024-02-pokemon_usage_stats_with_gen.csv
573,Charcadet,0.0017,48,0.002,39,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
574,Blitzle,0.00167,47,0.002,26,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
575,Minccino,0.00163,46,0.002,40,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
576,Clauncher,0.00159,45,0.002,42,0.002,6,2024-02-pokemon_usage_stats_with_gen.csv
577,Sandshrew,0.00159,45,0.002,39,0.002,7,2024-02-pokemon_usage_stats_with_gen.csv
578,Shellos,0.00159,45,0.002,27,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
579,Rockruff,0.00159,45,0.002,38,0.002,7,2024-02-pokemon_usage_stats_with_gen.csv
580,Staravia,0.00159,45,0.002,33,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
581,Vulpix-Alola,0.00156,44,0.002,39,0.002,7,2024-02-pokemon_usage_stats_with_gen.csv
582,Shuppet,0.00156,44,0.002,33,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
583,Sprigatito,0.00156,44,0.002,39,0.002,9,2024-02-pokemon_usage_stats_with_gen.csv
584,Gothita,0.00149,42,0.001,38,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
585,Solosis,0.00142,40,0.001,23,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
586,Bagon,0.00142,40,0.001,28,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
587,Piplup,0.00138,39,0.001,24,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
588,Sliggoo,0.00138,39,0.001,23,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
589,Mareanie,0.00135,38,0.001,27,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
590,Chimchar,0.00135,38,0.001,28,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
591,Wiglett,0.00135,38,0.001,30,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
592,Maschiff,0.00131,37,0.001,33,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
593,Joltik,0.00131,37,0.001,35,0.002,5,2024-02-pokemon_usage_stats_with_gen.csv
594,Kricketot,0.00128,36,0.001,34,0.002,4,2024-02-pokemon_usage_stats_with_gen.csv
595,Tarountula,0.00128,36,0.001,24,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
596,Mankey,0.00124,35,0.001,28,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
597,Fidough,0.00124,35,0.001,22,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
598,Frogadier,0.00121,34,0.001,28,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
599,Phanpy,0.00121,34,0.001,28,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
600,Floragato,0.00121,34,0.001,24,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
601,Mienfoo,0.00121,34,0.001,23,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
602,Charmeleon,0.00117,33,0.001,29,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
603,Shroodle,0.00117,33,0.001,27,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
604,Chikorita,0.00113,32,0.001,24,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
605,Gible,0.00113,32,0.001,23,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
606,Chespin,0.00113,32,0.001,27,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
607,Dewpider,0.00113,32,0.001,25,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
608,Dolliv,0.0011,31,0.001,21,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
609,Oshawott,0.0011,31,0.001,28,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
610,Deino,0.00106,30,0.001,29,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
611,Cleffa,0.00106,30,0.001,28,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
612,Gothorita,0.00106,30,0.001,13,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
613,Sandshrew-Alola,0.00106,30,0.001,29,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
614,Quilava,0.00106,30,0.001,22,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
615,Exeggcute,0.00106,30,0.001,27,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
616,Cranidos,0.00106,30,0.001,18,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
617,Poochyena,0.00103,29,0.001,18,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
618,Litwick,0.00103,29,0.001,18,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
619,Espurr,0.00099,28,0.001,22,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
620,Flaaffy,0.00099,28,0.001,17,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
621,Feebas,0.00099,28,0.001,27,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
622,Cetoddle,0.00096,27,0.001,18,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
623,Shellder,0.00096,27,0.001,22,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
624,Dreepy,0.00096,27,0.001,20,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
625,Cufant,0.00092,26,0.001,22,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
626,Venonat,0.00092,26,0.001,21,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
627,Corvisquire,0.00092,26,0.001,17,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
628,Crabrawler,0.00092,26,0.001,23,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
629,Bramblin,0.00092,26,0.001,20,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
630,Quaxly,0.00089,25,0.001,22,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
631,Pupitar,0.00089,25,0.001,16,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
632,Larvesta,0.00085,24,0.001,18,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
633,Raboot,0.00085,24,0.001,18,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
634,Goomy,0.00085,24,0.001,14,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
635,Yungoos,0.00085,24,0.001,20,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
636,Drowzee,0.00085,24,0.001,19,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
637,Smoliv,0.00082,23,0.001,20,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
638,Igglybuff,0.00082,23,0.001,21,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
639,Arrokuda,0.00082,23,0.001,11,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
640,Rellor,0.00082,23,0.001,16,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
